Transaction_ID,Customer_ID,Transaction_DateTime,Transaction_Type,Amount_NGN,Channel,Device_Type,Location,International_Transaction,Transaction_Status,Risk_Review_Flag
FT-T000237,FT-C00587,1/2/26 18:29,Transfer,100900.84,POS,ATM Terminal,Enugu,No,Successful,No
FT-T000238,FT-C00230,1/2/26 18:39,Bill Payment,1286.58,Web,Android,Benin City,No,Successful,No
FT-T000239,FT-C01154,1/2/26 18:50,Card Purchase,902.47,Mobile App,Android,Ibadan,No,Successful,No
FT-T000240,FT-C00055,1/2/26 19:01,Airtime/Data,9114.96,POS,Android,Benin City,No,Successful,No
FT-T000241,FT-C00271,1/2/26 19:12,Card Purchase,5034.06,USSD,POS Terminal,Benin City,No,Successful,No
FT-T000242,FT-C01124,1/2/26 19:23,Card Purchase,43727.65,POS,Android,Kaduna,No,Successful,No
FT-T000243,FT-C01093,1/2/26 19:33,Card Purchase,486.2,POS,iOS,Port Harcourt,No,Successful,No
FT-T000244,FT-C01323,1/2/26 19:44,Transfer,65387.86,Mobile App,iOS,Enugu,No,Successful,No
FT-T000245,FT-C00970,1/2/26 19:55,Airtime/Data,1395.15,Mobile App,ATM Terminal,Ibadan,No,Successful,No
FT-T000246,FT-C01378,1/2/26 20:06,Bill Payment,589.21,USSD,Android,Kano,No,Successful,Yes
FT-T000247,FT-C01176,1/2/26 20:17,Card Purchase,9809.63,ATM,Android,Benin City,No,Successful,No
FT-T000248,FT-C00330,1/2/26 20:27,Bill Payment,20298.9,ATM,Android,Lagos,No,Successful,No
FT-T000249,FT-C00116,1/2/26 20:38,Airtime/Data,2665.03,Mobile App,Android,Abuja,No,Successful,No
FT-T000250,FT-C00323,1/2/26 20:49,Transfer,1153.42,POS,Android,Benin City,No,Successful,No
FT-T000251,FT-C00563,1/2/26 21:00,Transfer,128636.26,Mobile App,Android,Abuja,No,Successful,No
FT-T000252,FT-C00229,1/2/26 21:11,Transfer,4322.31,Mobile App,Android,Lagos,No,Successful,No
FT-T000253,FT-C00360,1/2/26 21:21,Deposit,418450.09,Mobile App,ATM Terminal,Ibadan,No,Successful,No
FT-T000254,FT-C01029,1/2/26 21:32,Transfer,238836.13,ATM,iOS,Ibadan,No,Successful,No
FT-T000255,FT-C00028,1/2/26 21:43,Card Purchase,1080.83,ATM,iOS,Lagos,No,Successful,Yes
FT-T000256,FT-C01388,1/2/26 21:54,Card Purchase,6317.37,Web,Web Browser,Lagos,No,Successful,No
FT-T000257,FT-C01486,1/2/26 22:05,Cash Withdrawal,2134.98,Mobile App,Android,Kaduna,No,Successful,No
FT-T000258,FT-C01255,1/2/26 22:15,Deposit,84772.82,POS,Web Browser,Enugu,No,Successful,No
FT-T000259,FT-C01419,1/2/26 22:26,Card Purchase,69803.21,USSD,Android,Kaduna,No,Successful,No
FT-T000260,FT-C00869,1/2/26 22:37,Card Purchase,18984.55,Mobile App,ATM Terminal,Port Harcourt,No,Successful,No
FT-T000261,FT-C01295,1/2/26 22:48,Airtime/Data,504.68,POS,iOS,Kaduna,No,Successful,No
FT-T000262,FT-C01328,1/2/26 22:59,Transfer,840.28,USSD,ATM Terminal,Kano,No,Failed,No
FT-T000263,FT-C01407,1/2/26 23:09,Transfer,800.91,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T000264,FT-C00028,1/2/26 23:20,Bill Payment,12727.23,Mobile App,ATM Terminal,Port Harcourt,No,Successful,No
FT-T000265,FT-C00744,1/2/26 23:31,Bill Payment,78092.21,USSD,Android,Kano,No,Successful,No
FT-T000266,FT-C01223,1/2/26 23:42,Card Purchase,25627.67,Mobile App,Web Browser,Abuja,No,Successful,No
FT-T000267,FT-C01106,1/2/26 23:53,Transfer,72013.99,Mobile App,Android,Enugu,No,Successful,No
FT-T000268,FT-C01112,1/3/26 0:03,Bill Payment,2862.2,POS,Android,Kano,No,Successful,No
FT-T000269,FT-C01414,1/3/26 0:14,Bill Payment,11154.81,ATM,Android,Abuja,No,Successful,Yes
FT-T000270,FT-C00580,1/3/26 0:25,Deposit,7957.16,ATM,iOS,Unkown,No,Successful,No
FT-T000271,FT-C00451,1/3/26 0:36,Deposit,367559.33,ATM,Android,Kano,No,Successful,No
FT-T000272,FT-C00433,1/3/26 0:47,Transfer,1231.54,ATM,Android,Kaduna,No,Successful,Yes
FT-T000273,FT-C00374,1/3/26 0:57,Deposit,62830.67,Mobile App,POS Terminal,Kaduna,No,Successful,No
FT-T000274,FT-C00435,1/3/26 1:08,Transfer,72121.19,Mobile App,Android,Kaduna,No,Successful,Yes
FT-T000275,FT-C01211,1/3/26 1:19,Deposit,97111.98,Mobile App,Android,Kaduna,No,Successful,Yes
FT-T000276,FT-C01414,1/3/26 1:30,Bill Payment,1954.62,POS,Android,Abuja,No,Successful,No
FT-T000277,FT-C00218,1/3/26 1:41,Cash Withdrawal,14637.77,USSD,Android,Enugu,No,Successful,No
FT-T000278,FT-C01132,1/3/26 1:51,Cash Withdrawal,38964.21,Web,Android,Ibadan,No,Successful,Yes
FT-T000279,FT-C00948,1/3/26 2:02,Transfer,281320.76,Mobile App,ATM Terminal,Ibadan,No,Successful,No
FT-T000280,FT-C00349,1/3/26 2:13,Transfer,14965.35,USSD,POS Terminal,Kano,No,Successful,No
FT-T000281,FT-C00788,1/3/26 2:24,Card Purchase,2051.07,Mobile App,iOS,Lagos,No,Successful,No
FT-T000282,FT-C00026,1/3/26 2:35,Deposit,12580.27,Mobile App,iOS,Enugu,No,Successful,No
FT-T000283,FT-C01072,1/3/26 2:45,Card Purchase,9571.66,POS,POS Terminal,Ibadan,No,Successful,No
FT-T000284,FT-C00859,1/3/26 2:56,Transfer,383151.64,Web,POS Terminal,Kano,No,Successful,No
FT-T000285,FT-C00370,1/3/26 3:07,Deposit,61328.88,Mobile App,iOS,Benin City,No,Successful,Yes
FT-T000286,FT-C01038,1/3/26 3:18,Transfer,1432.51,USSD,Web Browser,Kano,No,Successful,Yes
FT-T000287,FT-C01211,1/3/26 3:29,Deposit,250511.46,USSD,Android,Enugu,No,Successful,No
FT-T000288,FT-C00884,1/3/26 3:39,Card Purchase,957.65,Mobile App,Android,Unkown,No,Successful,No
FT-T000289,FT-C00279,1/3/26 3:50,Card Purchase,384.38,POS,Android,Benin City,No,Successful,No
FT-T000290,FT-C00341,1/3/26 4:01,Transfer,988.59,ATM,iOS,Kano,No,Successful,Yes
FT-T000291,FT-C01352,1/3/26 4:12,Airtime/Data,13234.85,Mobile App,iOS,Lagos,No,Successful,No
FT-T000292,FT-C00607,1/3/26 4:23,Transfer,230881.19,USSD,Android,Kaduna,No,Successful,No
FT-T000293,FT-C01049,1/3/26 4:33,Transfer,3099.61,Mobile App,ATM Terminal,Benin City,No,Successful,Yes
FT-T000294,FT-C00529,1/3/26 4:44,Cash Withdrawal,15647.23,Mobile App,iOS,Abuja,No,Successful,No
FT-T000295,FT-C00426,1/3/26 4:55,Deposit,50021.65,Mobile App,Android,Enugu,No,Successful,No
FT-T000296,FT-C00029,1/3/26 5:06,Transfer,8627.46,ATM,iOS,Kano,No,Successful,Yes
FT-T000297,FT-C00956,1/3/26 5:17,Bill Payment,706.78,Mobile App,Android,Benin City,No,Successful,No
FT-T000298,FT-C00323,1/3/26 5:27,Bill Payment,675.04,POS,POS Terminal,Ibadan,No,Successful,No
FT-T000299,FT-C00313,1/3/26 5:38,Cash Withdrawal,11374.47,ATM,Android,Lagos,No,Successful,No
FT-T000300,FT-C00584,1/3/26 5:49,Card Purchase,49399.01,Mobile App,Android,Kaduna,Yes,Failed,Yes
FT-T000301,FT-C01294,1/3/26 6:00,Card Purchase,515.51,ATM,iOS,Lagos,No,Successful,No
FT-T000302,FT-C00762,1/3/26 6:11,Card Purchase,1118.2,Web,Android,Kano,No,Successful,No
FT-T000303,FT-C00295,1/3/26 6:21,Bill Payment,2087.92,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T000304,FT-C00656,1/3/26 6:32,Transfer,22426.62,Mobile App,ATM Terminal,Kaduna,No,Successful,No
FT-T000305,FT-C00786,1/3/26 6:43,Cash Withdrawal,1269.35,Web,iOS,Kaduna,No,Successful,Yes
FT-T000306,FT-C00223,1/3/26 6:54,Transfer,173678.09,Mobile App,POS Terminal,Ibadan,No,Successful,Yes
FT-T000307,FT-C00075,1/3/26 7:05,Card Purchase,6093.56,POS,POS Terminal,Lagos,No,Successful,No
FT-T000308,FT-C00102,1/3/26 7:15,Cash Withdrawal,14573.32,Mobile App,POS Terminal,Enugu,No,Successful,No
FT-T000309,FT-C00885,1/3/26 7:26,Deposit,8491.39,Mobile App,Android,Kaduna,No,Successful,No
FT-T000310,FT-C00173,1/3/26 7:37,Cash Withdrawal,3223.81,Web,POS Terminal,Ibadan,No,Successful,No
FT-T000311,FT-C01028,1/3/26 7:48,Transfer,5933.85,Web,Android,Kaduna,No,Successful,No
FT-T000312,FT-C00395,1/3/26 7:59,Transfer,249675.39,Mobile App,iOS,Kano,No,Successful,Yes
FT-T000313,FT-C00833,1/3/26 8:09,Cash Withdrawal,1682.52,Mobile App,POS Terminal,Enugu,No,Successful,No
FT-T000314,FT-C01004,1/3/26 8:20,Card Purchase,442.42,Mobile App,Android,Enugu,No,Successful,No
FT-T000315,FT-C00167,1/3/26 8:31,Bill Payment,916.91,ATM,Android,Kano,No,Successful,No
FT-T000316,FT-C00300,1/3/26 8:42,Card Purchase,43219.76,Mobile App,Web Browser,Kaduna,No,Failed,No
FT-T000317,FT-C00118,1/3/26 8:53,Deposit,1373.25,Mobile App,Android,Port Harcourt,No,Pending,No
FT-T000318,FT-C00512,1/3/26 9:03,Airtime/Data,792.87,Mobile App,Web Browser,Enugu,No,Successful,No
FT-T000319,FT-C00612,1/3/26 9:14,Transfer,8997.18,POS,Android,Port Harcourt,No,Successful,No
FT-T000320,FT-C01199,1/3/26 9:25,Bill Payment,7342.57,USSD,POS Terminal,Kano,No,Successful,No
FT-T000321,FT-C00159,1/3/26 9:36,Transfer,511,ATM,iOS,Kaduna,No,Successful,No
FT-T000322,FT-C01408,1/3/26 9:47,Card Purchase,6751.95,Mobile App,POS Terminal,Abuja,No,Successful,No
FT-T000323,FT-C01251,1/3/26 9:57,Card Purchase,1043.88,Mobile App,Web Browser,Abuja,No,Successful,Yes
FT-T000324,FT-C01062,1/3/26 10:08,Bill Payment,839.82,Web,POS Terminal,Lagos,No,Successful,No
FT-T000325,FT-C00463,1/3/26 10:19,Card Purchase,9092.83,Web,iOS,Kaduna,No,Pending,No
FT-T000326,FT-C01455,1/3/26 10:30,Deposit,130971.69,Mobile App,Android,Kaduna,No,Failed,No
FT-T000327,FT-C00104,1/3/26 10:41,Card Purchase,118576.02,Mobile App,iOS,Port Harcourt,No,Successful,No
FT-T000328,FT-C00982,1/3/26 10:51,Card Purchase,102950.25,Web,POS Terminal,Kaduna,No,Successful,No
FT-T000329,FT-C01217,1/3/26 11:02,Transfer,7545.76,Mobile App,ATM Terminal,Lagos,No,Successful,No
FT-T000330,FT-C00250,1/3/26 11:13,Bill Payment,20846.25,Mobile App,iOS,Kaduna,No,Successful,No
FT-T000331,FT-C01037,1/3/26 11:24,Transfer,56754.57,Mobile App,ATM Terminal,Benin City,No,Successful,No
FT-T000332,FT-C00567,1/3/26 11:35,Card Purchase,4188.06,Mobile App,Web Browser,Benin City,No,Failed,No
FT-T000333,FT-C00597,1/3/26 11:45,Transfer,975.23,Mobile App,POS Terminal,Enugu,No,Successful,No
FT-T000334,FT-C00621,1/3/26 11:56,Transfer,6722.29,Mobile App,Android,Ibadan,No,Successful,No
FT-T000335,FT-C00555,1/3/26 12:07,Transfer,427204.53,Mobile App,Android,Kano,No,Successful,No
FT-T000336,FT-C01412,1/3/26 12:18,Transfer,21811.07,Mobile App,Android,Benin City,No,Successful,No
FT-T000337,FT-C00071,1/3/26 12:29,Card Purchase,2664.14,Mobile App,Web Browser,Kano,No,Successful,No
FT-T000338,FT-C00956,1/3/26 12:39,Card Purchase,34958.37,Mobile App,Web Browser,Benin City,No,Successful,No
FT-T000339,FT-C00973,1/3/26 12:50,Transfer,53277.38,Mobile App,Web Browser,Benin City,No,Successful,No
FT-T000340,FT-C00438,1/3/26 13:01,Cash Withdrawal,24430.22,POS,Web Browser,Abuja,No,Successful,No
FT-T000341,FT-C01068,1/3/26 13:12,Card Purchase,17701.31,USSD,iOS,Lagos,No,Successful,No
FT-T000342,FT-C01296,1/3/26 13:23,Card Purchase,12652.23,POS,Android,Lagos,No,Successful,No
FT-T000343,FT-C01038,1/3/26 13:33,Bill Payment,79321.72,Web,ATM Terminal,Ibadan,No,Successful,Yes
FT-T000344,FT-C01395,1/3/26 13:44,Cash Withdrawal,16629.25,Web,Android,Enugu,No,Successful,No
FT-T000345,FT-C01136,1/3/26 13:55,Airtime/Data,3916.59,Mobile App,POS Terminal,Kaduna,No,Successful,Yes
FT-T000346,FT-C01403,1/3/26 14:06,Card Purchase,6129.85,USSD,Android,Lagos,No,Successful,No
FT-T000347,FT-C00314,1/3/26 14:17,Deposit,51014.2,POS,Android,Ibadan,No,Successful,No
FT-T000348,FT-C01439,1/3/26 14:27,Bill Payment,56077.6,POS,Android,Lagos,No,Failed,No
FT-T000349,FT-C00485,1/3/26 14:38,Deposit,9260.51,Mobile App,Android,Benin City,Yes,Successful,No
FT-T000350,FT-C00169,1/3/26 14:49,Airtime/Data,2179.85,Mobile App,POS Terminal,Enugu,No,Successful,No
FT-T000351,FT-C00888,1/3/26 15:00,Transfer,10574.88,Mobile App,Unspecified,Port Harcourt,No,Successful,No
FT-T000352,FT-C00803,1/3/26 15:11,Transfer,7493.62,USSD,Android,Kano,No,Successful,No
FT-T000353,FT-C00246,1/3/26 15:21,Bill Payment,38743.72,Mobile App,POS Terminal,Ibadan,No,Successful,No
FT-T000354,FT-C00266,1/3/26 15:32,Card Purchase,1322.82,ATM,ATM Terminal,Kano,No,Successful,No
FT-T000355,FT-C00849,1/3/26 15:43,Deposit,26443.3,Mobile App,POS Terminal,Kano,No,Successful,No
FT-T000356,FT-C00243,1/3/26 15:54,Transfer,269503.43,POS,Android,Lagos,No,Successful,Yes
FT-T000357,FT-C01324,1/3/26 16:05,Deposit,2875.98,Mobile App,Android,Lagos,Yes,Successful,Yes
FT-T000358,FT-C01351,1/3/26 16:15,Transfer,516.05,POS,Android,Enugu,No,Successful,No
FT-T000359,FT-C00530,1/3/26 16:26,Transfer,3037.42,Mobile App,Android,Enugu,No,Successful,No
FT-T000360,FT-C00847,1/3/26 16:37,Airtime/Data,30852.52,Web,Android,Ibadan,No,Successful,No
FT-T000361,FT-C01004,1/3/26 16:48,Transfer,907.47,Mobile App,POS Terminal,Enugu,No,Successful,No
FT-T000362,FT-C00342,1/3/26 16:59,Card Purchase,721,POS,POS Terminal,Abuja,No,Successful,No
FT-T000363,FT-C01273,1/3/26 17:09,Transfer,4419.07,POS,POS Terminal,Abuja,No,Successful,No
FT-T000364,FT-C00760,1/3/26 17:20,Deposit,154839.69,Mobile App,iOS,Unkown,No,Successful,No
FT-T000365,FT-C01404,1/3/26 17:31,Bill Payment,26772.54,ATM,Android,Abuja,No,Successful,No
FT-T000366,FT-C00798,1/3/26 17:42,Deposit,1768.98,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T000367,FT-C00532,1/3/26 17:53,Card Purchase,117889.84,Mobile App,Android,Lagos,No,Successful,No
FT-T000368,FT-C00864,1/3/26 18:03,Card Purchase,1382.28,Web,iOS,Benin City,No,Successful,No
FT-T000369,FT-C01405,1/3/26 18:14,Transfer,3373.18,ATM,Web Browser,Kaduna,No,Successful,No
FT-T000370,FT-C00042,1/3/26 18:25,Transfer,6926.94,Web,iOS,Enugu,No,Successful,No
FT-T000371,FT-C01369,1/3/26 18:36,Card Purchase,17371.53,Web,ATM Terminal,Kano,No,Successful,No
FT-T000372,FT-C00599,1/3/26 18:47,Cash Withdrawal,17785.61,POS,POS Terminal,Lagos,No,Successful,Yes
FT-T000373,FT-C01285,1/3/26 18:57,Transfer,276900.42,POS,POS Terminal,Enugu,No,Successful,No
FT-T000374,FT-C00306,1/3/26 19:08,Transfer,23280.72,Mobile App,Android,Enugu,No,Successful,No
FT-T000375,FT-C00809,1/3/26 19:19,Transfer,170163.04,Web,POS Terminal,Kaduna,No,Successful,No
FT-T000376,FT-C00862,1/3/26 19:30,Card Purchase,494.75,POS,POS Terminal,Abuja,No,Reversed,No
FT-T000377,FT-C01264,1/3/26 19:41,Transfer,168854.24,Web,iOS,Port Harcourt,No,Successful,Yes
FT-T000378,FT-C00679,1/3/26 19:51,Transfer,1918.95,Web,iOS,Port Harcourt,No,Successful,Yes
FT-T000379,FT-C01337,1/3/26 20:02,Transfer,5889.04,POS,Android,Ibadan,No,Successful,Yes
FT-T000380,FT-C00731,1/3/26 20:13,Deposit,8130.34,POS,POS Terminal,Enugu,No,Successful,No
FT-T000381,FT-C00441,1/3/26 20:24,Transfer,4958.86,POS,Android,Kano,No,Successful,Yes
FT-T000382,FT-C00933,1/3/26 20:35,Deposit,410901.57,Mobile App,iOS,Kaduna,No,Successful,No
FT-T000383,FT-C00903,1/3/26 20:45,Card Purchase,5057.49,Web,Web Browser,Enugu,No,Successful,No
FT-T000384,FT-C00133,1/3/26 20:56,Cash Withdrawal,4391.08,Mobile App,POS Terminal,Port Harcourt,No,Successful,No
FT-T000385,FT-C00719,1/3/26 21:07,Transfer,3704.29,Mobile App,iOS,Kano,No,Successful,No
FT-T000386,FT-C00051,1/3/26 21:18,Cash Withdrawal,84401.98,Web,Web Browser,Kano,No,Reversed,No
FT-T000387,FT-C00618,1/3/26 21:29,Transfer,19572.41,Mobile App,Web Browser,Kaduna,No,Successful,No
FT-T000388,FT-C00392,1/3/26 21:39,Transfer,10638.82,Web,Android,Kano,No,Successful,No
FT-T000389,FT-C00696,1/3/26 21:50,Airtime/Data,31728.01,ATM,POS Terminal,Lagos,No,Successful,No
FT-T000390,FT-C00523,1/3/26 22:01,Cash Withdrawal,169864.52,POS,Android,Kano,No,Successful,No
FT-T000391,FT-C00508,1/3/26 22:12,Transfer,85649.86,Mobile App,Android,Enugu,No,Successful,Yes
FT-T000392,FT-C00354,1/3/26 22:23,Card Purchase,8245.59,Mobile App,iOS,Enugu,No,Successful,No
FT-T000393,FT-C00867,1/3/26 22:33,Card Purchase,632.54,Mobile App,Web Browser,Abuja,No,Successful,No
FT-T000394,FT-C00973,1/3/26 22:44,Bill Payment,21280.6,Mobile App,ATM Terminal,Port Harcourt,No,Successful,No
FT-T000395,FT-C01419,1/3/26 22:55,Cash Withdrawal,90072.14,Mobile App,Web Browser,Kaduna,No,Successful,No
FT-T000396,FT-C00956,1/3/26 23:06,Transfer,164477.96,POS,iOS,Lagos,No,Successful,No
FT-T000397,FT-C00096,1/3/26 23:17,Transfer,26178.28,Mobile App,Web Browser,Enugu,No,Failed,No
FT-T000398,FT-C00106,1/3/26 23:27,Card Purchase,15516.49,Web,iOS,Unkown,No,Successful,Yes
FT-T000399,FT-C00678,1/3/26 23:38,Card Purchase,28031.01,Mobile App,POS Terminal,Abuja,No,Successful,No
FT-T000400,FT-C00513,1/3/26 23:49,Card Purchase,80357.77,Mobile App,POS Terminal,Kaduna,No,Successful,No
FT-T000401,FT-C01266,1/4/26 0:00,Bill Payment,636.05,Mobile App,Android,Kaduna,No,Successful,No
FT-T000402,FT-C00856,1/4/26 0:11,Bill Payment,9884.63,POS,iOS,Lagos,No,Successful,No
FT-T000403,FT-C00790,1/4/26 0:21,Card Purchase,3180.73,POS,iOS,Ibadan,No,Pending,No
FT-T000404,FT-C00515,1/4/26 0:32,Deposit,234649.53,POS,iOS,Enugu,No,Successful,No
FT-T000405,FT-C00898,1/4/26 0:43,Transfer,1242.45,Web,iOS,Kaduna,No,Successful,No
FT-T000406,FT-C01085,1/4/26 0:54,Cash Withdrawal,151848.07,POS,iOS,Abuja,No,Successful,No
FT-T000407,FT-C01440,1/4/26 1:05,Airtime/Data,216.12,Mobile App,iOS,Kaduna,No,Successful,No
FT-T000408,FT-C01008,1/4/26 1:15,Card Purchase,531.23,POS,Android,Enugu,No,Successful,No
FT-T000409,FT-C01318,1/4/26 1:26,Card Purchase,2752.63,Mobile App,Android,Enugu,No,Successful,No
FT-T000410,FT-C00737,1/4/26 1:37,Transfer,434136.76,POS,iOS,Ibadan,No,Successful,Yes
FT-T000411,FT-C00302,1/4/26 1:48,Deposit,63566.88,Mobile App,iOS,Port Harcourt,No,Successful,No
FT-T000412,FT-C01194,1/4/26 1:59,Card Purchase,355.28,POS,POS Terminal,Abuja,No,Successful,No
FT-T000413,FT-C00646,1/4/26 2:09,Bill Payment,1872.99,Web,Android,Kaduna,No,Successful,Yes
FT-T000414,FT-C01065,1/4/26 2:20,Transfer,1379.24,Mobile App,Android,Ibadan,No,Successful,No
FT-T000415,FT-C00231,1/4/26 2:31,Transfer,503.43,Web,iOS,Ibadan,No,Successful,Yes
FT-T000416,FT-C01433,1/4/26 2:42,Card Purchase,8085.46,Mobile App,Web Browser,Enugu,No,Successful,Yes
FT-T000417,FT-C00738,1/4/26 2:53,Transfer,6681.2,Mobile App,iOS,Enugu,No,Failed,Yes
FT-T000418,FT-C00997,1/4/26 3:03,Deposit,55570.26,Web,Android,Kaduna,No,Successful,No
FT-T000419,FT-C00297,1/4/26 3:14,Deposit,4126.46,Mobile App,iOS,Benin City,No,Failed,No
FT-T000420,FT-C00455,1/4/26 3:25,Card Purchase,61081.88,Mobile App,iOS,Lagos,No,Failed,No
FT-T000421,FT-C01081,1/4/26 3:36,Transfer,6775.27,Mobile App,POS Terminal,Lagos,No,Failed,Yes
FT-T000422,FT-C00942,1/4/26 3:47,Transfer,13353.27,Mobile App,Android,Port Harcourt,No,Successful,Yes
FT-T000423,FT-C00240,1/4/26 3:57,Cash Withdrawal,57076.5,Mobile App,Android,Abuja,No,Successful,No
FT-T000424,FT-C01200,1/4/26 4:08,Transfer,1548.32,Mobile App,Android,Enugu,No,Successful,No
FT-T000425,FT-C01087,1/4/26 4:19,Bill Payment,2007.38,Mobile App,Android,Ibadan,Yes,Successful,Yes
FT-T000426,FT-C00551,1/4/26 4:30,Transfer,1432.67,POS,iOS,Enugu,No,Successful,No
FT-T000427,FT-C00138,1/4/26 4:41,Bill Payment,29265.02,POS,iOS,Abuja,No,Successful,No
FT-T000428,FT-C00454,1/4/26 4:51,Deposit,1894.35,POS,Android,Kano,No,Successful,Yes
FT-T000429,FT-C01473,1/4/26 5:02,Card Purchase,6849.29,Mobile App,Web Browser,Unkown,No,Successful,No
FT-T000430,FT-C01250,1/4/26 5:13,Deposit,136008.62,ATM,Android,Benin City,Yes,Successful,Yes
FT-T000431,FT-C00443,1/4/26 5:24,Bill Payment,7367.93,ATM,POS Terminal,Port Harcourt,No,Successful,No
FT-T000432,FT-C01230,1/4/26 5:35,Bill Payment,7403.73,Mobile App,Web Browser,Benin City,No,Successful,No
FT-T000433,FT-C00027,1/4/26 5:45,Card Purchase,450.84,POS,iOS,Benin City,No,Successful,No
FT-T000434,FT-C00457,1/4/26 5:56,Transfer,102738.18,USSD,POS Terminal,Port Harcourt,No,Successful,Yes
FT-T000435,FT-C00695,1/4/26 6:07,Deposit,52295.11,ATM,Web Browser,Benin City,No,Successful,No
FT-T000436,FT-C00710,1/4/26 6:18,Cash Withdrawal,39870.92,Mobile App,ATM Terminal,Benin City,No,Successful,No
FT-T000437,FT-C00849,1/4/26 6:29,Deposit,150929.76,Web,POS Terminal,Benin City,No,Successful,No
FT-T000438,FT-C00949,1/4/26 6:39,Cash Withdrawal,22096.72,Mobile App,POS Terminal,Lagos,No,Successful,Yes
FT-T000439,FT-C00107,1/4/26 6:50,Transfer,15906.17,Mobile App,Android,Benin City,No,Successful,No
FT-T000440,FT-C00444,1/4/26 7:01,Airtime/Data,6164.01,ATM,Android,Benin City,No,Successful,No
FT-T000441,FT-C00036,1/4/26 7:12,Transfer,227935.72,Mobile App,iOS,Ibadan,No,Successful,No
FT-T000442,FT-C00597,1/4/26 7:23,Airtime/Data,5287.92,Mobile App,Android,Abuja,No,Successful,No
FT-T000443,FT-C00155,1/4/26 7:33,Transfer,106626.13,Mobile App,iOS,Ibadan,No,Successful,No
FT-T000444,FT-C01193,1/4/26 7:44,Card Purchase,6477.22,Web,iOS,Port Harcourt,No,Successful,No
FT-T000445,FT-C00796,1/4/26 7:55,Card Purchase,13032.91,USSD,iOS,Enugu,No,Successful,No
FT-T000446,FT-C00272,1/4/26 8:06,Airtime/Data,306.35,Web,ATM Terminal,Ibadan,No,Successful,Yes
FT-T000447,FT-C01444,1/4/26 8:17,Deposit,24540.41,Mobile App,iOS,Enugu,No,Successful,Yes
FT-T000448,FT-C01208,1/4/26 8:28,Deposit,2652.2,Web,ATM Terminal,Port Harcourt,No,Successful,No
FT-T000449,FT-C01261,1/4/26 8:38,Card Purchase,5950.83,ATM,ATM Terminal,Kano,No,Successful,No
FT-T000450,FT-C01465,1/4/26 8:49,Transfer,777.77,POS,iOS,Ibadan,No,Successful,Yes
FT-T000451,FT-C00981,1/4/26 9:00,Bill Payment,10588.65,Web,iOS,Port Harcourt,No,Successful,No
FT-T000452,FT-C00122,1/4/26 9:11,Card Purchase,1878.09,Mobile App,Android,Ibadan,No,Successful,No
FT-T000453,FT-C01441,1/4/26 9:22,Bill Payment,43213.33,Mobile App,Unspecified,Enugu,No,Successful,No
FT-T000454,FT-C01399,1/4/26 9:32,Deposit,11762.7,POS,ATM Terminal,Ibadan,No,Successful,No
FT-T000455,FT-C01350,1/4/26 9:43,Card Purchase,106373.67,Mobile App,iOS,Abuja,No,Successful,No
FT-T000456,FT-C00150,1/4/26 9:54,Bill Payment,6124.89,ATM,Android,Ibadan,No,Successful,No
FT-T000457,FT-C00707,1/4/26 10:05,Deposit,260091.98,Mobile App,Web Browser,Kaduna,No,Successful,No
FT-T000458,FT-C00995,1/4/26 10:16,Airtime/Data,634.35,ATM,ATM Terminal,Ibadan,No,Successful,No
FT-T000459,FT-C00153,1/4/26 10:26,Cash Withdrawal,12103.61,Mobile App,iOS,Benin City,No,Successful,No
FT-T000460,FT-C01041,1/4/26 10:37,Bill Payment,14356.66,Mobile App,Web Browser,Ibadan,No,Successful,No
FT-T000461,FT-C00551,1/4/26 10:48,Card Purchase,1569.25,Mobile App,ATM Terminal,Port Harcourt,No,Successful,No
FT-T000462,FT-C00845,1/4/26 10:59,Transfer,43739.85,Web,Android,Port Harcourt,No,Successful,No
FT-T000463,FT-C01372,1/4/26 11:10,Transfer,3561,Mobile App,Android,Benin City,No,Successful,No
FT-T000464,FT-C01483,1/4/26 11:20,Transfer,13479.94,Web,Web Browser,Kaduna,No,Successful,No
FT-T000465,FT-C01226,1/4/26 11:31,Transfer,586.15,Mobile App,iOS,Enugu,No,Successful,No
FT-T000466,FT-C01447,1/4/26 11:42,Transfer,851.02,ATM,iOS,Ibadan,No,Successful,Yes
FT-T000467,FT-C00280,1/4/26 11:53,Deposit,4427.16,Web,POS Terminal,Kano,No,Successful,No
FT-T000468,FT-C00422,1/4/26 12:04,Cash Withdrawal,85885.89,ATM,ATM Terminal,Kaduna,No,Successful,No
FT-T000469,FT-C00993,1/4/26 12:14,Card Purchase,20500.69,Web,Android,Benin City,No,Successful,No
FT-T000470,FT-C01489,1/4/26 12:25,Card Purchase,91044.83,POS,iOS,Ibadan,No,Failed,Yes
FT-T000471,FT-C00804,1/4/26 12:36,Card Purchase,97846.44,Mobile App,ATM Terminal,Enugu,No,Successful,No
FT-T000472,FT-C00355,1/4/26 12:47,Transfer,6394.99,Mobile App,Android,Ibadan,No,Failed,No
FT-T000473,FT-C00378,1/4/26 12:58,Transfer,6091.8,Web,Android,Benin City,No,Successful,No
